@relation test
@attribute attribute1 numeric
@attribute attribute2 numeric
@attribute attribute3 numeric
@attribute attribute4 numeric
@attribute attribute5 numeric
@attribute attribute6 numeric
@attribute attribute7 numeric
@attribute attribute8 numeric
@attribute attribute9 numeric
@attribute attribute10 numeric
@attribute attribute11 numeric
@attribute attribute12 numeric
@attribute attribute13 numeric
@attribute attribute14 numeric
@attribute attribute15 numeric
@attribute attribute16 numeric
@attribute attribute17 numeric
@attribute attribute18 numeric
@attribute attribute19 numeric
@attribute attribute20 numeric
@attribute attribute21 numeric
@attribute attribute22 numeric
@attribute attribute23 numeric
@attribute attribute24 numeric
@attribute attribute25 numeric
@attribute attribute26 numeric
@attribute attribute27 numeric
@attribute attribute28 numeric
@attribute attribute29 numeric
@attribute attribute30 numeric
@attribute attribute31 numeric
@attribute attribute32 numeric
@attribute attribute33 numeric
@attribute attribute34 numeric
@attribute attribute35 numeric
@attribute attribute36 numeric
@attribute attribute37 numeric
@attribute attribute38 numeric
@attribute attribute39 numeric
@attribute attribute40 numeric
@attribute class {Jogging,Walking}
@data
"-2.14","3.57","19.08","19.11","9.28","5.22","-3.45","1.5","7.27","19.57","15.79","18.39","10.73","-5.82","-3.68","-2.91","1.88","1.88","19.5","18.77","7.86","3.41","-6.82","0.53","12.76","19.57","16.82","13.33","0.95","-3.95","-2.68","2.15","16.36","19.46","7.31","6.24","0.89","-8.12","1.84","19.11","Jogging"
"19.57","16.09","13.02","-2.03","-1.95","-2.26","0.42","16.97","16.97","19.57","6.32","3.34","-9.66","2.3","10.84","19.57","18.35","16.7","5.67","-2.14","-3.17","-1.73","12.79","19.57","9.0","5.09","-2.26","-5.63","-2.18","17.77","19.57","12.83","11.41","-4.1","-2.11","-0.46","3.91","3.91","19.46","17.86","Jogging"
"6.93","0.99","-10.99","1.12","4.75","19.57","15.09","17.77","10.8","-4.59","-2.91","-0.42","13.33","19.57","17.77","6.05","-0.27","-5.79","1.73","18.24","19.57","19.46","12.95","0.53","-1.42","-2.3","1.61","17.47","19.57","7.86","4.99","-3.87","-6.89","3.53","19.27","19.27","19.53","13.57","1.27","-0.46","Jogging"
"-1.14","5.6","17.69","19.57","8.92","4.06","-8.5","1.95","3.99","19.23","19.23","16.32","15.83","3.83","-1.14","-1.69","4.33","17.88","19.57","10.12","4.6","-2.45","-4.02","1.92","16.66","19.57","19.5","14.48","2.98","0.84","-1.46","2.26","16.51","19.57","11.22","5.48","-2.41","-5.05","0.08","15.85","Jogging"
"19.57","18.92","14.98","2.18","0.76","-2.3","3.72","17.39","19.57","10.65","5.09","-0.27","-5.6","2.11","14.94","19.57","19.46","16.36","2.15","-1.61","1.12","13.95","19.57","15.36","5.83","-1.18","-7.04","-0.61","6.44","19.57","19.04","18.12","7.25","-0.65","-1.61","2.45","16.47","19.57","12.15","3.21","Jogging"
"-2.72","-7.16","0.38","11.75","19.57","18.24","19.0","5.63","-3.17","-2.53","0.53","14.1","19.57","14.29","6.02","-0.15","-13.44","10.88","10.65","19.53","17.82","19.53","10.46","0.93","-0.53","-1.53","9.04","19.57","18.54","6.17","-0.76","-4.14","-0.19","2.91","18.7","19.57","18.73","15.75","-1.95","-0.57","Jogging"
"-0.65","5.37","19.0","19.53","6.85","2.91","-8.69","3.11","2.91","18.58","19.53","18.43","15.02","15.02","7.27","-0.3","0.8","10.38","19.57","18.66","6.28","-2.22","-9.23","-0.08","5.83","19.57","19.57","18.35","13.59","-0.5","-1.12","-0.53","7.31","19.5","18.12","5.63","2.37","-9.08","-9.08","8.73","Jogging"
"8.73","19.57","17.24","17.05","8.96","1.65","-1.31","4.33","18.81","19.57","8.62","5.09","-4.82","-7.86","0.23","19.57","19.53","18.31","15.4","7.44","1.61","-0.84","4.52","18.28","19.57","6.82","4.44","-4.48","-9.34","5.09","17.12","19.46","15.83","14.21","8.89","3.53","-0.27","5.79","18.7","19.42","Jogging"
"6.17","3.3","-6.36","-6.7","4.63","18.01","19.57","16.55","14.44","3.79","0.15","1.61","13.67","19.57","13.59","5.33","-1.12","-9.43","-1.18","9.85","19.57","19.53","16.93","10.61","-1.23","-1.08","1.23","14.9","19.57","12.79","5.43","-2.22","-10.46","-10.46","1.84","18.73","19.57","16.93","15.51","3.11","Jogging"
"-0.15","-0.57","4.29","19.23","18.31","5.75","-0.99","-11.41","0.08","6.32","19.57","19.57","17.08","11.07","2.03","-0.23","0.53","11.88","19.57","13.99","3.53","-0.89","-10.99","-0.34","9.08","19.57","19.57","19.15","12.07","0.15","-0.15","0.04","12.53","19.57","16.09","4.33","-1.23","-8.96","-0.61","-0.27","Jogging"
"19.31","19.27","16.32","14.37","1.46","1.5","0.8","11.75","19.57","16.02","4.6","0.89","-8.54","-1.12","0.99","19.57","19.5","16.86","13.44","3.49","0.95","1.08","12.15","19.57","14.67","5.43","1.12","-16.02","2.45","13.99","19.57","18.24","18.73","12.53","2.79","0.89","0.5","8.81","19.57","16.09","Jogging"
"4.14","0.46","-14.52","2.98","8.16","19.57","18.16","16.86","12.87","1.46","0.5","2.64","17.88","19.57","9.7","4.33","-3.45","-12.45","-0.38","14.94","19.57","18.12","18.85","9.51","0.11","1.95","5.52","19.08","19.57","8.31","3.91","-10.57","-7.08","4.86","19.57","19.57","17.39","17.08","7.16","2.79","Jogging"
"1.31","8.81","19.57","19.34","1.84","-2.56","-10.46","-1.92","5.13","19.57","19.5","17.67","13.1","4.52","1.8","1.95","13.87","19.57","14.29","4.1","-2.68","-13.38","1.46","12.07","19.57","18.89","18.92","9.19","3.17","2.45","4.1","17.88","19.57","10.31","1.99","-7.7","-9.3","-0.38","12.15","19.57","Jogging"
"18.12","16.82","4.14","6.21","0.27","4.56","19.23","19.57","5.75","3.34","3.34","-12.34","4.6","3.17","19.57","19.0","18.81","14.86","2.34","0.99","2.07","14.52","19.57","14.79","0.11","-3.06","-12.3","0.69","7.74","19.53","19.53","18.24","8.24","4.44","0.93","2.6","16.09","19.57","7.86","1.95","Jogging"
"-7.04","-3.11","-1.92","13.59","19.57","19.57","19.42","7.93","3.91","1.42","2.45","16.78","19.57","12.26","5.67","-6.17","-12.95","7.27","12.87","19.5","10.31","19.19","14.37","8.24","4.52","3.76","16.97","19.53","14.1","4.99","-4.67","-13.87","-1.42","13.8","19.57","13.33","18.89","13.44","2.91","1.84","Jogging"
"2.15","17.27","19.57","7.63","3.76","-7.25","-9.58","2.64","13.8","19.57","17.54","19.15","12.3","4.18","1.84","3.06","18.35","19.57","12.26","2.87","-6.4","-12.68","1.88","5.83","19.53","16.02","19.53","15.66","5.67","3.83","2.45","10.08","19.53","18.28","-0.57","0.15","-15.09","1.5","15.17","19.57","Jogging"
"18.5","19.04","11.18","5.28","0.84","1.65","15.13","19.57","12.57","3.87","-0.69","-16.4","4.94","4.94","11.22","19.57","16.09","19.04","9.89","6.05","0.69","1.12","17.12","19.57","2.96","4.63","-4.67","-6.82","3.87","12.07","19.57","13.57","19.53","14.67","3.06","1.76","1.18","16.4","19.57","9.77","Jogging"
"4.67","-2.26","-15.94","0.95","15.98","19.5","15.36","19.31","12.22","2.49","1.61","2.6","17.43","19.57","6.93","4.82","-2.87","-10.8","7.01","16.97","17.92","10.0","19.57","14.06","6.55","4.79","3.15","18.12","19.57","9.7","3.45","-5.33","-11.41","13.8","17.01","15.36","14.82","19.42","18.77","13.14","Jogging"
"1.92","2.76","5.98","19.57","19.23","2.37","1.99","-9.38","-7.31","0.53","18.05","19.46","16.47","19.42","6.24","3.02","1.69","6.4","18.92","16.59","1.46","1.27","-13.59","3.26","2.96","19.57","17.58","17.58","17.08","3.6","3.87","2.11","10.0","10.0","19.57","14.79","3.57","-2.68","-16.4","4.44","Jogging"
"12.98","19.57","14.37","19.23","14.33","3.72","2.15","6.17","19.53","19.57","4.1","1.76","-12.87","1.08","2.91","19.31","15.55","15.28","17.97","10.19","7.27","0.89","1.04","17.16","19.57","5.83","3.53","-9.15","-10.0","3.64","18.01","16.89","18.24","15.75","6.28","4.4","1.46","9.53","19.57","18.5","Jogging"
"0.08","1.88","-12.87","-1.33","6.93","19.57","17.47","18.73","17.12","2.68","2.49","-0.5","11.11","19.57","18.5","2.79","3.17","-8.5","-7.65","4.18","19.57","19.42","18.54","18.85","5.33","5.13","2.98","4.56","18.47","19.57","5.22","2.49","-13.67","-3.41","9.0","18.12","14.67","15.21","18.85","10.65","Jogging"
"7.12","3.76","7.7","19.42","19.57","4.02","1.08","-14.9","-0.04","3.34","18.5","15.24","17.58","17.58","19.31","8.69","6.17","1.14","15.51","19.57","8.31","2.45","-8.5","-13.95","7.63","11.88","19.57","15.51","18.92","14.21","5.94","2.96","3.6","17.73","19.57","7.93","1.69","-9.04","-10.61","-2.3","Jogging"
"15.98","19.57","19.27","18.01","10.15","5.05","3.45","10.57","19.57","19.57","0.38","0.31","-18.31","3.79","8.16","19.57","16.25","19.5","14.9","3.76","4.1","3.6","14.82","19.57","17.5","-1.61","-0.91","-17.97","4.82","16.74","19.53","19.57","19.57","12.64","2.11","4.33","3.64","18.31","19.57","10.69","Jogging"
"2.53","-4.48","-13.87","-1.27","15.64","19.57","19.57","19.5","5.56","5.05","2.37","4.14","19.31","19.57","3.95","2.56","-5.56","-9.7","0.99","18.92","19.57","19.53","19.57","3.02","2.34","3.53","7.93","19.57","19.46","1.04","1.88","-6.4","-6.4","-6.4","-5.71","19.23","19.57","19.57","18.24","4.4","Jogging"
"4.9","2.6","15.47","19.57","12.6","1.76","-6.78","-14.48","0.84","10.61","19.57","19.0","19.53","12.53","10.5","3.11","2.11","16.21","19.57","11.11","1.84","-10.53","-11.3","5.52","18.05","19.57","16.74","19.57","7.46","3.87","3.41","7.35","19.57","19.57","7.12","-0.5","-10.46","-6.7","-4.52","14.9","Jogging"
"19.57","19.57","19.5","5.75","3.3","3.95","13.14","19.57","18.85","-0.76","-4.37","-12.68","-1.12","-0.34","19.53","19.57","19.57","15.98","1.65","2.96","3.38","18.54","19.57","9.81","1.12","-8.47","-10.31","-5.05","12.79","19.57","19.57","19.57","7.74","3.21","3.17","5.9","19.53","19.57","3.45","2.11","Jogging"
"-6.66","-5.75","-7.01","10.46","19.57","19.57","19.57","4.25","3.6","1.8","14.02","19.57","16.02","-1.31","-2.6","-11.41","-2.56","1.23","19.57","19.57","19.57","16.97","1.73","2.96","2.34","16.09","19.57","10.57","-0.27","-4.37","-10.23","-0.04","9.62","19.57","18.39","18.12","11.22","-0.04","3.11","4.9","Jogging"
"19.34","19.57","18.2","0.0","-6.13","-9.77","2.26","15.83","19.57","19.57","14.21","7.12","6.51","6.13","2.72","15.05","19.57","14.86","3.15","1.92","-11.14","-10.0","4.44","19.57","19.57","19.38","7.63","3.57","3.45","7.08","19.34","19.34","6.4","1.54","-3.68","-13.57","-10.0","6.7","19.57","19.57","Jogging"
"19.53","5.9","4.94","3.83","8.85","19.57","19.57","2.41","-3.57","-8.85","-6.32","-5.63","16.74","19.57","19.57","19.27","4.06","3.6","3.3","10.12","19.57","19.57","3.53","-1.38","-9.66","-2.96","-14.75","11.65","19.57","19.57","19.27","3.64","4.52","4.52","3.15","12.49","19.57","12.37","0.08","-2.79","Jogging"
"-5.75","-0.57","-1.46","19.23","19.57","19.57","15.32","3.64","4.67","6.66","19.46","19.57","1.95","1.12","-11.37","-9.81","-1.73","18.81","19.31","15.55","19.08","8.08","7.01","3.38","8.66","19.57","19.53","0.31","-0.23","-13.33","-0.15","1.14","17.67","19.27","15.36","18.62","8.85","5.6","2.15","4.48","Jogging"
"19.08","19.57","9.15","1.31","-7.55","-11.75","-1.33","13.91","19.57","19.0","19.46","10.88","4.48","3.41","2.37","17.2","19.57","7.7","2.34","-3.06","-11.22","1.23","8.39","19.57","19.57","19.57","13.18","6.05","3.34","1.31","14.18","19.57","14.29","-0.34","-4.18","-12.07","-0.23","10.08","19.57","18.96","Jogging"
"19.46","15.7","2.91","2.64","2.56","16.25","19.57","10.69","0.8","-2.68","-16.4","-0.3","12.15","18.85","16.47","18.66","6.74","5.86","2.26","8.2","19.57","19.42","0.38","1.04","-14.79","-1.99","4.14","19.53","18.24","18.58","18.05","3.64","3.99","3.76","15.43","19.57","17.67","-2.22","-1.04","-13.06","Jogging"
"-2.41","5.37","19.57","19.57","19.57","17.2","4.71","5.75","3.6","15.79","19.57","15.36","-0.19","-0.65","-13.53","-2.3","10.61","19.57","17.97","18.7","17.31","3.79","5.01","3.68","8.35","19.57","19.19","-0.84","1.14","-9.81","-4.02","-1.23","17.39","19.57","19.57","17.43","4.37","6.09","3.02","3.45","Jogging"
"18.89","19.57","1.04","2.37","-6.43","-9.53","-4.59","15.51","19.57","19.57","19.57","16.51","2.41","4.25","2.72","17.88","19.57","12.57","-0.84","-7.86","-11.54","-0.8","14.52","19.57","19.57","19.57","9.04","3.02","3.34","4.33","18.81","19.57","9.34","1.33","-10.72","-1.23","-7.04","16.32","19.57","19.57","Jogging"
"18.85","4.94","7.08","0.93","9.81","19.57","18.54","-2.26","-0.46","-7.63","-3.45","-5.63","16.04","19.57","19.57","16.44","2.83","5.71","0.99","11.6","19.57","16.47","0.23","-1.84","-10.99","-2.98","-0.72","19.5","19.57","19.57","17.86","0.15","5.22","2.11","12.49","19.57","18.7","-2.98","-3.36","-14.14","Jogging"
"4.52","13.4","19.57","16.93","19.57","15.6","2.98","6.59","2.68","8.01","19.57","18.31","-1.42","-1.12","-11.41","-2.14","1.42","19.27","19.57","19.57","19.19","2.83","5.37","4.33","12.07","19.57","18.47","-2.26","-5.18","-13.44","1.23","7.86","19.34","18.09","18.73","16.7","3.21","4.63","4.14","13.44","Jogging"
"19.57","17.88","-0.65","-2.6","-14.52","5.98","6.4","19.38","16.09","18.96","19.04","3.68","3.68","6.36","3.26","16.47","19.57","6.59","2.34","-4.71","-6.05","-3.41","4.1","19.31","19.57","19.57","7.12","2.79","3.02","7.21","19.57","19.57","8.28","-0.46","-8.27","-2.53","-10.99","6.32","17.86","19.57","Jogging"
"19.57","12.41","5.63","3.79","3.87","18.81","19.57","6.28","2.96","-10.69","-8.81","-4.44","13.44","19.57","19.04","18.81","8.85","6.4","3.91","6.78","18.5","19.57","5.13","2.11","-9.11","-8.47","-1.18","11.11","19.57","18.73","18.12","8.05","7.86","4.99","5.22","18.66","19.57","8.96","1.18","-6.47","Jogging"
"-9.81","0.5","7.27","19.57","19.57","16.51","14.48","8.39","4.25","2.3","16.78","19.57","12.18","-0.89","-4.33","-14.29","0.46","10.15","19.57","17.35","17.69","14.41","6.47","4.9","4.63","13.44","19.57","13.25","0.69","-1.95","-15.47","6.47","4.37","19.34","17.82","13.38","15.66","6.09","5.79","4.4","Jogging"
"12.87","19.57","14.06","2.22","-3.17","-13.57","-4.02","3.68","19.57","17.54","19.23","13.67","5.48","4.9","2.11","13.48","19.57","12.34","2.26","-0.3","-14.67","-0.11","8.58","19.57","16.28","17.73","18.05","6.13","5.98","2.96","14.14","19.57","15.89","-0.04","-0.23","-9.0","-3.49","-0.65","17.31","19.57","Jogging"
"19.57","19.53","7.01","5.48","1.65","9.77","19.57","19.0","-2.87","-0.11","-15.6","-2.56","4.4","19.57","18.62","18.96","17.62","5.24","6.36","1.73","2.91","18.09","19.57","1.69","1.84","-7.4","-3.3","3.49","18.58","18.81","15.4","17.31","9.47","6.89","1.42","5.24","18.96","19.57","3.26","2.45","Jogging"
"-7.16","-11.8","-1.14","10.95","19.57","19.34","19.08","12.03","4.75","3.79","5.09","16.4","19.57","19.57","6.74","2.18","-7.04","-6.28","-0.57","18.92","19.57","16.4","17.05","4.82","7.06","4.56","8.92","19.57","19.27","-1.38","-1.5","-11.88","-0.89","7.44","17.08","19.46","14.67","16.28","9.7","5.28","Jogging"
"2.07","7.27","19.57","19.57","-0.3","1.04","-8.62","-6.51","-0.3","14.33","19.57","19.57","19.53","7.82","5.01","3.15","7.31","19.57","19.57","0.15","1.18","-9.0","-8.2","1.57","13.29","19.57","18.31","13.06","10.42","9.89","3.02","9.81","19.57","18.96","0.76","-4.25","-6.74","-0.42","-9.08","11.22","Jogging"
"19.57","19.57","17.73","6.13","5.22","3.6","15.6","19.57","12.53","-2.53","-3.06","-9.08","-3.98","-0.53","18.5","19.57","19.57","16.82","3.41","5.37","3.26","11.73","19.57","16.74","-2.22","-0.19","-7.97","-3.53","0.84","18.16","19.57","12.79","13.8","13.8","9.58","3.06","4.48","19.19","19.57","-0.3","Jogging"
"1.95","-6.66","-7.08","-1.42","16.25","19.57","19.11","18.96","8.85","5.75","4.1","5.98","19.57","19.57","2.49","1.27","-10.15","-8.58","4.9","19.04","18.54","14.75","18.85","7.31","4.48","5.37","6.21","18.58","19.57","3.11","3.06","-4.33","-9.72","1.84","14.94","19.57","17.01","19.5","14.67","3.38","Jogging"
"3.83","2.22","16.63","19.57","6.09","4.25","-1.99","-11.84","-0.76","9.43","19.57","16.47","18.62","14.75","4.37","3.02","4.02","19.46","19.57","4.4","1.88","-4.67","-7.78","-0.57","13.4","19.57","19.53","15.64","12.57","6.89","3.17","3.72","18.05","19.57","6.17","1.54","-3.91","-8.92","-0.57","7.5","Jogging"
"19.57","19.08","15.28","13.57","5.71","4.21","3.11","17.16","19.57","11.11","-0.46","-2.56","-2.56","-11.22","-2.34","10.99","19.57","17.47","18.58","10.84","7.08","2.49","4.33","19.11","19.57","2.34","1.54","-4.71","-4.14","-5.41","16.55","19.57","17.16","18.81","10.73","5.05","4.82","10.31","19.57","18.01","Jogging"
"-0.27","1.12","-5.67","-7.55","-4.86","16.59","19.57","17.73","19.15","11.65","6.85","4.79","6.21","19.42","17.92","-1.57","2.68","-6.85","-8.01","-3.15","14.6","19.57","17.24","18.01","12.57","5.52","2.87","6.05","19.42","19.57","1.65","2.07","-7.74","-6.43","-12.45","11.99","19.57","19.57","19.38","9.53","Jogging"
"5.43","5.01","5.05","19.08","19.57","0.61","1.18","-6.74","-6.21","-3.21","7.46","19.57","19.04","19.08","9.53","5.52","2.11","5.63","19.42","19.57","-0.61","2.6","-6.02","-10.76","-3.68","8.24","19.57","19.57","19.57","13.44","3.57","3.34","1.76","1.76","14.06","19.57","2.26","2.56","-5.18","-8.88","Jogging"
"-2.72","9.08","19.57","19.57","19.38","11.73","6.51","4.86","6.59","19.57","19.23","-2.75","-0.76","-10.61","-1.76","-3.53","15.79","19.57","19.57","19.53","5.41","4.99","2.87","8.05","19.57","18.89","-3.53","-0.46","-8.62","-1.76","-5.82","12.83","19.57","19.53","18.7","9.15","5.98","2.22","6.32","19.5","Jogging"
"19.57","3.6","2.26","-5.43","-8.27","-6.43","7.31","19.57","19.57","19.57","12.34","2.76","3.53","4.99","18.28","19.57","4.86","1.99","-5.09","-5.98","-2.11","2.76","17.73","19.57","19.57","17.31","3.64","3.45","3.17","13.67","19.57","15.17","-0.53","-0.84","-8.16","-1.73","-2.49","18.62","19.57","19.19","Jogging"
"19.5","4.37","4.71","2.64","12.49","19.57","18.7","-1.14","-0.57","-8.77","-6.51","-2.68","18.66","18.66","19.57","16.89","14.86","2.15","2.72","2.91","19.38","19.5","3.72","1.04","-5.82","-5.2","18.01","19.34","5.24","4.48","12.07","17.69","13.1","13.82","10.0","6.7","0.61","-0.8","5.01","19.57","Jogging"
"19.57","19.57","14.21","8.66","2.49","3.06","12.64","19.57","10.31","2.68","0.46","-5.24","-4.59","0.27","17.43","19.57","14.6","17.82","6.66","4.48","2.22","12.26","19.57","14.82","-1.95","-0.34","-12.87","3.79","8.62","19.23","18.81","15.85","16.74","7.35","5.79","2.53","6.85","19.46","19.57","0.8","Jogging"
"1.23","-10.65","-5.75","2.68","19.38","19.53","17.08","18.09","6.47","4.48","2.98","9.85","19.57","17.39","-4.02","-1.88","-13.76","0.34","3.49","19.57","19.53","19.57","18.96","4.56","4.1","2.49","11.07","19.57","17.67","-1.99","-0.91","-8.62","-2.03","-0.15","15.83","19.57","17.16","13.33","3.49","11.07","Jogging"
"2.45","17.16","19.57","14.82","-4.99","-1.46","-13.59","5.33","2.49","19.08","19.57","19.53","17.35","4.67","5.01","2.53","13.38","19.57","14.21","-1.42","0.08","-9.7","1.08","4.21","18.66","19.57","14.06","11.11","6.93","8.5","1.38","12.26","19.57","19.57","3.41","-5.67","-13.48","7.25","-4.44","8.05","Jogging"
"19.53","19.57","10.99","2.98","4.71","2.98","3.17","17.43","18.24","6.66","5.18","-5.98","2.18","4.63","7.5","18.81","16.04","11.37","4.37","-5.28","5.6","-0.08","5.22","5.41","3.99","8.77","8.28","6.36","4.21","4.25","-2.56","5.48","14.79","9.92","9.72","13.44","13.02","8.2","3.06","10.04","Jogging"
"5.28","6.59","3.72","10.53","8.5","5.98","-2.03","1.57","-4.94","2.72","6.85","4.4","5.09","9.34","3.41","-2.37","4.82","1.65","1.5","5.41","9.89","7.46","16.7","18.58","1.65","0.34","4.75","0.95","-0.38","-2.26","-0.34","4.21","-0.46","0.93","-0.42","9.11","12.49","7.78","10.8","4.02","Jogging"
"10.88","19.57","0.5","-9.49","-3.98","-6.78","6.02","-1.31","-5.56","3.99","17.86","13.99","9.04","6.74","6.89","16.59","18.54","-11.54","-2.98","-10.04","10.57","-0.23","-2.79","-6.36","16.59","19.19","6.93","11.03","6.89","13.18","19.57","12.37","-11.6","-10.92","-8.5","11.14","-7.35","-18.01","8.39","17.35","Jogging"
"15.43","11.07","5.9","11.18","19.34","19.42","-6.59","-10.27","-5.24","12.49","-6.09","-12.03","-4.52","19.5","18.77","10.38","6.21","7.27","16.13","19.57","4.33","-4.14","-7.27","3.15","-0.95","-0.91","3.91","18.31","19.57","10.99","6.44","7.59","9.62","19.57","18.5","-7.31","-11.45","-3.79","14.82","-2.79","Jogging"
"-5.2","6.13","19.57","19.27","5.52","4.79","2.34","14.52","19.57","16.4","-9.04","-10.27","-2.96","11.99","-2.34","-5.41","13.1","19.57","18.73","5.43","6.05","5.9","15.6","19.57","17.88","-9.77","-11.75","2.98","10.53","-5.41","-6.05","10.53","19.57","18.96","7.7","7.7","5.86","6.05","17.82","19.57","Jogging"
"-0.99","-4.18","-11.88","14.33","1.46","-4.52","-4.02","19.11","19.53","12.37","7.35","4.9","7.89","19.53","19.57","1.57","-4.02","-11.37","13.99","-2.37","-2.49","8.08","19.57","17.77","4.21","5.33","5.41","18.89","19.57","9.58","-5.37","-11.65","7.74","-15.6","-2.79","9.62","19.57","19.57","4.67","4.56","Jogging"
"3.99","9.96","19.57","19.5","-0.08","-5.18","-11.41","15.66","-13.29","-8.5","12.15","19.57","19.15","4.52","1.95","2.22","12.53","19.57","15.94","-3.41","-5.63","-2.68","7.7","-4.44","6.44","18.92","18.85","17.82","4.14","8.5","4.67","16.25","19.57","13.57","-7.27","-6.4","-0.95","0.69","0.15","16.93","Jogging"
"19.57","18.39","17.62","5.43","5.37","4.25","11.92","19.57","16.97","-5.6","-3.76","-9.04","6.74","-3.3","13.76","18.05","19.57","19.19","5.83","5.94","4.02","15.94","19.57","11.99","-5.98","-8.31","-1.18","3.26","4.94","17.82","18.43","19.5","16.7","4.82","8.31","5.9","17.97","19.57","15.09","-6.32","Jogging"
"-8.31","1.12","-1.08","-1.5","12.98","18.54","19.57","17.69","4.99","7.93","4.06","18.12","19.57","13.18","-5.63","-6.93","0.93","1.33","-1.31","8.69","18.77","19.42","18.31","5.67","6.51","3.99","16.66","19.57","10.31","-2.72","-9.34","6.32","0.08","2.22","16.7","19.46","19.53","19.53","13.02","6.44","Jogging"
"6.47","12.03","19.57","18.77","-5.41","-8.62","0.08","3.06","-2.96","11.5","19.46","19.38","18.89","3.49","7.06","5.13","12.98","19.57","17.67","-5.86","-6.21","-8.12","2.68","4.06","16.36","17.97","19.53","18.28","7.55","4.02","7.5","13.38","19.57","17.97","-2.91","-1.8","-8.81","3.79","-8.08","9.19","Jogging"
"19.57","19.57","19.34","10.5","6.85","5.71","7.86","19.27","19.57","-0.65","-1.69","-8.24","7.01","-6.4","2.53","19.57","19.57","19.57","14.67","6.78","4.18","6.17","19.0","19.15","-1.95","-1.46","-11.33","0.0","-0.19","16.66","19.31","15.89","18.43","10.42","5.71","6.93","6.09","19.53","19.57","1.61","Jogging"
"-1.27","-8.39","-4.37","5.24","19.11","18.35","13.33","17.67","12.53","5.24","7.4","9.08","19.57","19.57","-0.04","-2.72","-11.14","3.06","8.66","17.58","15.28","8.2","16.78","17.62","7.86","5.63","6.59","16.51","19.57","11.14","-7.01","-4.86","-4.25","-2.75","4.82","18.66","18.73","19.57","18.58","6.55","Jogging"
"7.63","4.52","17.2","19.57","7.97","-4.82","-5.71","-0.3","2.3","8.08","19.23","17.92","12.49","12.07","6.28","8.35","6.09","14.9","19.57","12.53","-5.6","-8.43","-2.6","4.99","12.68","19.11","14.71","8.81","10.8","5.94","9.58","9.77","19.08","19.57","4.06","-3.49","-6.85","2.76","0.08","14.63","Jogging"
"14.63","14.75","16.74","17.35","7.82","7.63","6.24","17.35","19.57","6.44","-6.59","-10.84","4.9","10.27","8.96","10.34","6.85","9.92","8.96","8.39","10.46","8.54","17.12","18.5","-2.6","-6.09","-7.21","7.4","-0.23","13.25","12.34","11.18","11.35","6.32","8.85","5.6","16.02","19.57","6.28","-5.98","Jogging"
"-8.62","6.13","4.9","6.78","-2.11","0.84","4.37","-2.34","7.16","11.73","5.41","14.33","11.73","-4.79","-6.66","-2.83","11.88","0.69","-3.36","-4.99","-1.46","4.63","6.44","8.77","5.05","9.08","17.39","0.19","-3.68","-4.9","4.75","5.48","0.27","-1.73","0.76","8.69","10.73","9.23","9.43","6.51","Jogging"
"11.3","17.73","10.19","-7.21","-8.39","-0.08","7.35","5.09","2.56","1.08","6.74","6.51","8.58","11.65","5.67","11.88","17.88","-4.67","-5.94","-3.41","3.95","6.74","1.95","-1.76","-2.14","4.29","4.86","6.44","12.34","3.95","10.19","10.19","12.76","-7.97","-5.56","-2.07","10.34","2.26","0.27","-5.67","Jogging"
"-0.91","3.64","3.38","9.0","6.89","5.01","16.44","4.21","-7.5","-5.56","1.73","6.66","-0.46","-8.08","-3.76","1.18","6.47","7.31","11.11","3.76","4.9","16.47","3.06","-6.85","-4.9","5.18","9.85","-0.27","-1.04","-3.11","2.98","14.63","8.81","9.96","5.24","7.31","18.58","6.47","-7.31","-6.74","Jogging"
"-2.64","9.08","-0.53","-0.76","2.79","4.29","10.69","9.3","12.37","3.99","13.29","17.86","-5.94","-4.33","-8.27","7.16","1.04","3.49","3.49","5.48","11.56","8.92","11.11","9.19","6.89","15.6","17.2","-3.15","-4.29","-4.86","-4.86","6.24","3.34","6.74","1.31","7.59","12.91","12.18","10.5","2.98","Jogging"
"7.21","7.21","5.43","-7.12","-4.06","-0.76","4.52","-0.76","-5.28","1.95","7.5","16.13","11.8","10.99","5.09","11.11","19.42","0.27","-5.41","-3.83","6.82","3.06","1.5","-3.49","3.17","7.67","10.04","7.86","10.92","4.33","12.15","18.16","-7.01","-4.67","-5.09","9.08","5.33","1.76","-4.63","-0.34","Jogging"
"3.41","7.46","8.08","9.08","4.86","10.69","16.7","-7.27","-3.45","-4.21","9.77","5.37","-0.57","-9.72","-2.22","1.08","4.86","8.69","9.47","4.4","7.25","1.73","-10.72","-8.69","-5.82","7.08","-1.14","-1.53","-12.53","-0.8","3.11","7.55","9.19","11.11","4.71","11.22","15.75","-9.58","-5.43","-2.83","Jogging"
"7.55","0.57","-0.5","-6.85","0.04","6.44","6.44","9.34","9.38","3.87","12.03","17.16","-7.08","-7.89","-5.94","7.4","1.84","-0.08","-3.83","-0.99","4.1","9.08","10.73","8.01","4.63","11.56","8.77","-6.24","-4.67","-0.23","4.75","2.45","2.64","-1.76","3.38","3.72","5.56","8.54","8.24","5.6","Jogging"
